事業所番号,事業所名,ふりがな,法人名,法人番号,都道府県,市区町村,住所,緯度,経度,電話番号,FAX,URL,提供サービス,定員_就労移行支援,定員_就労継続支援Ａ型,定員_就労継続支援Ｂ型,定員_就労定着支援,定員_就労選択支援,生産活動,平均工賃月額,工賃の年度,工賃のサービス種別,工賃の突合方法,工賃の出典,掲載状況,初出スナップショット,最終確認スナップショット,指定機関,データ基準,基本情報の出典,内部ID
1311202145,ハーモニー,はーもにー,特定非営利活動法人やっとこ,7010905001606,東京都,世田谷区,東京都世田谷区世田谷３−４−１　アップビル2階,35.64368591,139.64673903,03-5477-3225,03-5477-3225,http://harmony.exblog.jp/,就労継続支援Ｂ型,,,20,,,,,,,,,最新データに掲載あり,202111,202603,東京都,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,03e17f873070b4f1
1311201998,パイ焼き茶房,ぱいやきさぼう,社会福祉法人はる,2010905001115,東京都,世田谷区,東京都世田谷区等々力２−１８−１,35.6058743,139.6526097,03-3703-0415,03-3703-0415,https://paiyaki.net/paiyakisabo.html,就労継続支援Ｂ型,,,10,,,,,,,,,最新データに掲載あり,202111,202603,東京都,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,5f0ac974852b6aa1
1311201998,パイ焼き茶房　分室,ぱいやきさぼうぶんしつ,社会福祉法人はる,2010905001115,東京都,世田谷区,東京都世田谷区尾山台３−９−８　ダイヤ石上ビル４０３,35.60413774,139.65232598,03-3701-0041,03-3701-0041,https://www.paiyaki.net/paiyakisabo.html,就労継続支援Ｂ型,,,10,,,,,,,,,最新データに掲載あり,202111,202603,東京都,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,0e2031117c4aba02
1311205643,パパゲーノ Work＆Recovery 用賀,ぱぱげーのわーくあんどりかばりーようが,ＡＨＣグループ株式会社,4010001139584,東京都,世田谷区,東京都世田谷区用賀４−９−１２A-stage用賀　５階,35.6275932,139.6321464,03-5797-9918,03-5797-9919,,就労継続支援Ｂ型,,,20,,,,,,,,,最新データに掲載あり,202503,202603,東京都,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,de5a03a6bfa9400a
1311202863,リバティ世田谷,りばてぃせたがや,特定非営利活動法人リンク・オブりばてぃ,3010905000875,東京都,世田谷区,東京都世田谷区三軒茶屋１−２９−１３ハイツ三軒茶屋２Ｃ−２,35.6413505,139.669644,03-6450-9970,03-6450-9970,http://www.liberty-setagaya.jp/about.html,就労継続支援Ｂ型,,,20,,,,,,,,,最新データに掲載あり,202111,202603,東京都,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,55515914917cbc8d
1311201717,ワークランド・フレンドパーク,わーくらんどふれんどぱーく,特定非営利活動法人Ｓ．Ｕ総合企画,5010905001277,東京都,世田谷区,東京都世田谷区上北沢5-4-1,35.67114318,139.62123194,03-5374-3895,03-5374-3895,http://fc00020220170201.web3.blks.jp/,就労継続支援Ｂ型,,,40,,,封入・梱包,,,,,,最新データに掲載あり,202111,202603,東京都,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,b2202b3fe7b8cd2b
1311201659,上町工房,かみまちこうぼう,社会福祉法人せたがや樫の木会,8010905001159,東京都,世田谷区,東京都世田谷区世田谷３−９−１,35.6090985,139.647979,03-3706-0645,03-3706-0645,http://kashinokikai.net/kamimachi.html,就労継続支援Ｂ型,,,24,,,,,,,,,最新データに掲載あり,202111,202603,東京都,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,c688d90247731526
1311200131,世田谷区立下馬福祉工房,せたがやくりつしもうまふくしこうぼう,世田谷区,1000020131121,東京都,世田谷区,東京都世田谷区下馬２−２０−１４パーム下馬2階,35.64063975,139.67540619,03-5712-5103,03-3410-3812,https://www.kashinokikai.net/,就労継続支援Ｂ型,,,35,,,"その他サービス,封入・梱包,食品・飲料",,,,,,最新データに掲載あり,202111,202603,東京都,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,336b95fcb6c95e26
1311200164,世田谷区立世田谷福祉作業所,せたがやくりつせたがやふくしさぎょうしょ,世田谷区,1000020131121,東京都,世田谷区,東京都世田谷区下馬二丁目３１番−６,35.64266736,139.67807812,03-3414-0141,03-3412-1084,,就労継続支援Ｂ型 / 就労移行支援,6,,45,,,"印刷,封入・梱包,清掃・施設管理,食品・飲料",,,,,,最新データに掲載あり,202111,202603,東京都,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,fc5c1119f0f6ef97
1311200164,世田谷区立世田谷福祉作業所　分場,せたがやくりつせたがやふくしさぎょうしょ,世田谷区,1000020131121,東京都,世田谷区,東京都世田谷区下馬二丁目３１番−１５世田谷区立世田谷福祉作業所,35.64306455,139.67896693,03-5787-5027,03-5787-5067,,就労継続支援Ｂ型,,,,,,,,,,,,最新データに掲載あり,202503,202603,東京都,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,1f5555f46a0a15f4
1311200107,世田谷区立岡本福祉作業ホーム,せたがやくりつおかもとふくしさぎょうほーむ,世田谷区,1000020131121,東京都,世田谷区,東京都世田谷区岡本２−３３−２４,35.62363524,139.61713162,03-3415-3366,03-3415-4976,https://www.izumikai.jp/,就労継続支援Ｂ型 / 就労移行支援,6,,10,,,封入・梱包,,,,,,最新データに掲載あり,202111,202603,東京都,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,fa705bfab9c9fdac
1311200107,世田谷区立岡本福祉作業ホーム玉堤分場,せたがやくりつおかもとふくしさぎょうほーむたまつづみぶんじょう,世田谷区,1000020131121,東京都,世田谷区,東京都世田谷区玉堤２−３−１地下１階,35.59850811,139.64877959,03-5707-9431,03-5707-9433,https://izumikai.jp/,就労継続支援Ｂ型 / 就労移行支援,6,,13,,,,,,,,,最新データに掲載あり,202111,202603,東京都,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,cdc2e64ab370cc64
1311202210,世田谷区立梅丘ウッドペッカーの森,せたがやくりつうめがおかうっどぺっかーのもり,世田谷区,1000020131121,東京都,世田谷区,東京都世田谷区松原６−４−１世田谷区歯科医師会館B1,35.6681776,139.64949638,03-3327-5917,03-3327-5917,http://woodpeckernomori.com/,就労継続支援Ｂ型,,,14,,,,,,,,,最新データに掲載あり,202111,202603,東京都,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,75fe2dad35c99fd2
1311200149,世田谷区立烏山福祉作業所,せたがやくりつからすやまふくしさぎょうしょ,世田谷区,1000020131121,東京都,世田谷区,東京都世田谷区北烏山１−２９−１５,35.6754702,139.608405,03-3326-8001,03-3326-8010,http://karasuyama.jp/,就労継続支援Ｂ型,,,66,,,,,,,,,最新データに掲載あり,202111,202603,東京都,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,c54338cac3061eec
1311200156,世田谷区立玉川福祉作業所,せたがやくりつたまがわふくしさぎょうしょ,世田谷区,1000020131121,東京都,世田谷区,東京都世田谷区玉川１−７−２,35.61012061,139.62801473,03-3707-0498,03-3707-7589,http://oomishima.jp/,就労継続支援Ｂ型 / 就労移行支援,6,,45,,,,,,,,,最新データに掲載あり,202111,202603,東京都,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,894883b2effab85c
1311204588,世田谷区立玉川福祉作業所,せたがやくりつたまがわふくしさぎょうじょ,世田谷区,1000020131121,東京都,世田谷区,東京都世田谷区玉川１−７−２,35.61012061,139.62801473,03-3707-0498,03-3707-7589,http://oomishima.jp/,,,,,,,,,,,,,最新データに掲載なし,202111,202409,東京都,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,64d4a50b915ce58c
1311200156,世田谷区立玉川福祉作業所等々力分場,せたがやくりつたまがわふくしさぎょうしょとどろきぶんじょう,世田谷区,1000020131121,東京都,世田谷区,東京都世田谷区等々力２−１３−４,35.60595417,139.6499289,03-5707-1330,03-5770-1332,http://www.oomishima.jp/,就労継続支援Ｂ型,,,19,,,,,,,,,最新データに掲載あり,202111,202603,東京都,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,186147fe55afae69
1311200115,世田谷区立砧工房,せたがやくりつきぬたこうぼう,世田谷区,1000020131121,東京都,世田谷区,東京都世田谷区砧４−３２−１４なし,35.6434934,139.61453066,03-3417-4604,03-3417-3342,https://kinuta.ikuseikai-tky.or.jp/index.html,就労継続支援Ｂ型 / 就労移行支援,6,,37,,,,,,,,,最新データに掲載あり,202111,202603,東京都,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,6151d1fe05f61315
1311204596,世田谷区立砧工房,せたがやくりつきぬたこうぼう,世田谷区,1000020131121,東京都,世田谷区,東京都世田谷区砧４−３２−１４世田谷区立砧工房,35.6434934,139.61453066,03-3417-4604,03-3417-3342,https://kinuta.ikuseikai-tky.or.jp/index.html,就労定着支援,,,,,,,,,,,,最新データに掲載あり,202111,202603,東京都,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,3f17e8786f0649a4
1311200115,世田谷区立砧工房分場キタミ・クリーンファーム,せたがやくりつきぬたこうぼうぶんじょういじょうきたみくりーんふぁーむ,世田谷区,1000020131121,東京都,世田谷区,東京都世田谷区喜多見７−３−１世田谷区立砧工房分場キタミ・クリーンファーム,35.62973387,139.59643858,03-3749-3880,03-3749-3885,https://kinuta.ikuseikai-tky.or.jp/index.html,就労移行支援,15,,,,,,,,,,,最新データに掲載あり,202111,202603,東京都,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,6de2b9c904539e34
1311200123,世田谷区立障害者就労支援センターすきっぷ,せたがやくりつしょうがいしゃしゅうろうしえんせんたーすきっぷ,世田谷区,1000020131121,東京都,世田谷区,東京都世田谷区船橋５−３３−１,35.65742816,139.62539037,03-3302-7911,03-3302-7925,http://www.ikuseikai-tky.or.jp/~iku-skip/,就労移行支援,40,,,,,,,,,,,最新データに掲載あり,202111,202603,東京都,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,ee9c6ff1d3b711cd
1311204570,世田谷区立障害者就労支援センターすきっぷ,せたがやくりつしょうがいしゃしゅうろうしえんせんたーすきっぷ,世田谷区,1000020131121,東京都,世田谷区,東京都世田谷区船橋５−３３−１,35.65742816,139.62539037,03-3302-7911,03-3302-7925,http://www.ikuseikai-tky.or.jp/~iku-skip/,就労定着支援,,,,,,,,,,,,最新データに掲載あり,202111,202603,東京都,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,b05654c0f50c7558
1311200016,世田谷更生館,せたがやこうせいかん,社会福祉法人友愛十字会,3010905000792,東京都,世田谷区,東京都世田谷区砧３−９−１１,35.63575001,139.61355891,03-3416-7131,03-3415-5221,https://www.yuai.or.jp/facility/setagaya-rehabilitation-hall/,就労継続支援Ｂ型 / 就労移行支援,6,,54,,,"その他サービス,封入・梱包",,,,,,最新データに掲載あり,202111,202603,東京都,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,92962d192b4bca84
1311203978,喜多見夢工房,きたみゆめこうぼう,社会福祉法人せたがや樫の木会,8010905001159,東京都,世田谷区,東京都世田谷区喜多見９−１−３５,35.6371611,139.5892255,03-3430-5400,03-5761-7749,https://www.kashinokikai.net/,就労継続支援Ｂ型,,,25,,,,,,,,,最新データに掲載あり,202111,202603,東京都,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,0181b3c5b8f3c5f2
1311203978,喜多見夢工房分室,きたみゆめこうぼうぶんしつ,社会福祉法人せたがや樫の木会,8010905001159,東京都,世田谷区,東京都世田谷区喜多見８−１−４河野ビル１階,35.63507179,139.59270233,03-6411-0388,03-6411-0388,https://www.kashinokikai.net/,就労継続支援Ｂ型,,,25,,,,,,,,,最新データに掲載あり,202111,202603,東京都,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,6dfd64348f6beeb8
1311201626,喫茶室パイン作業所Ⅰ,きっさしつぱいんさぎょうしょ,特定非営利活動法人世田谷さくら会,8010905001167,東京都,世田谷区,東京都世田谷区上北沢２−１−１　都立松沢病院内,35.66709353,139.61825451,03-3303-1237,03-5374-5055,http://setagaya-sakurakai.org/,就労継続支援Ｂ型,,,20,,,,,,,,,最新データに掲載あり,202111,202603,東京都,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,07789cbebb80de95
1311201626,喫茶室パイン作業所Ⅱ,きっさしつぱいんさぎょうしょ,特定非営利活動法人世田谷さくら会,8010905001167,東京都,世田谷区,東京都世田谷区上北沢４−１１−６上北沢駅前ビル1F,35.668788,139.62499837,03-6379-8155,03-6379-8155,http://setagaya-sakurakai.org/,就労継続支援Ｂ型,,,20,,,,,,,,,最新データに掲載あり,202111,202603,東京都,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,7345b8b454c6320f
1311204737,多機能型事業所さわやかはーとあーす世田谷,たきのうがたじぎょうしょさわやかはーとあーすせたがや,社会福祉法人さわやか会,3250005003177,東京都,世田谷区,東京都世田谷区上用賀４−１６−１１さわやかはーとあーす世田谷,35.63590316,139.63033237,03-6413-0610,03-6413-7455,http://www.shinsetsu.net/,就労継続支援Ｂ型 / 就労移行支援,6,,44,,,,,,,,,最新データに掲載あり,202111,202603,東京都,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,ad6f65128f813d2b
1311205577,多機能型事業所さわやかはーとあーす世田谷,たきのうがたじぎょうしょさわやかはーとあーすせたがや,社会福祉法人さわやか会,3250005003177,東京都,世田谷区,東京都世田谷区上用賀4-16-11さわやかはーとあーす世田谷,35.63590316,139.63033237,03-6413-0610,03-6413-7455,http://www.shinsetsu.net/,就労定着支援,,,,,,,,,,,,最新データに掲載あり,202409,202603,東京都,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,8b7ce79937f96dc6
1311204349,就労定着支援事業所Ｔ＆Ｅ,しゅうろうていちゃくしえんじぎょうしょてぃあんどいー,特定非営利活動法人Ｔ＆Ｅ,3010905001378,東京都,世田谷区,東京都世田谷区上用賀５−５−１０万葉ビル４階,35.6280986,139.62652753,03-3709-0802,03-3709-0863,https://www.tande-npo.org/,就労定着支援,,,,,,,,,,,,最新データに掲載あり,202209,202603,東京都,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,43e3971ea7965ac7
1311203408,就労支援施設ゆに（ＵＮＩ）,しゅうろうしえんしせつゆに,社会福祉法人　トポスの会,7011805001902,東京都,世田谷区,東京都世田谷区上用賀５−１４−１−１　２階,35.63032606,139.62611358,03-5797-3560,03-3708-4334,,就労継続支援Ｂ型 / 就労移行支援,,,,,,,,,,,,最新データに掲載あり,202111,202603,東京都,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,f68ce2ca75bf83af
1311203408,就労支援施設ゆに（ＵＮＩ）分場　フェリーチェ,しゅうろうしえんしせつゆにぶんじょうふぇりーちぇ,社会福祉法人　トポスの会,7011805001902,東京都,世田谷区,東京都世田谷区喜多見９−２−３３,35.63682694,139.58799984,03-5761-9175,03-5761-9315,,,,,,,,,,,,,,最新データに掲載なし,202111,202503,東京都,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,e4345d978f2f5f5e
1311205536,就労移行支援事業所Kaien千歳烏山,しゅうろういこうしえんじぎょうしょかいえんちとせからすやま,株式会社Ｋａｉｅｎ,9010401085052,東京都,世田谷区,東京都世田谷区南烏山6-4-26烏山第2倉林ビル4階401号室,35.66877052,139.60010307,050-2018-7377,050-2018-0907,,就労移行支援,,,,,,,,,,,,最新データに掲載あり,202409,202603,東京都,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,3632d87a1be184b4
1311204133,就労移行支援事業所　グディ,しゅうろういこうしえんじぎょうしょぐでぃ,株式会社デスク,5012401016131,東京都,世田谷区,東京都世田谷区駒沢２−１１−１　駒沢フォーラムガーデン４０１,35.63237922,139.6592717,03-5787-5777,03-5787-5755,http://goody.work/,就労移行支援,20,,,,,,,,,,,最新データに掲載あり,202111,202603,東京都,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,706511bc2f1819fa
1311204695,就労移行支援事業所グティ,しゅうろういこうしえんじぎょうしょぐてぃ,株式会社デスク,5012401016131,東京都,世田谷区,東京都世田谷区駒沢２−１１−１駒沢ﾌｫｰﾗﾑｶﾞｰﾃﾞﾝ401,35.63239866,139.6592106,03-5787-5777,03-5787-5755,https://goody.work/,就労定着支援,,,,,,,,,,,,最新データに掲載あり,202111,202603,東京都,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,c99223692e0f5739
1311201709,就労移行支援事業所Ｔ＆Ｅ,しゅうろういこうしえんじぎょうしょてぃあんどいー,特定非営利活動法人Ｔ＆Ｅ,3010905001378,東京都,世田谷区,東京都世田谷区上用賀５−５−１０万葉ビル４階,35.62809859,139.62652753,03-3709-0802,03-3709-0863,https://www.tande-npo.org/,就労移行支援,20,,,,,,,,,,,最新データに掲載あり,202209,202603,東京都,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,dce63f1ff7e8de64
1311204083,就労継続支援Ｂ型事業所　ＴＯＤＡＹ喜多見,しゅうろうけいぞくしえんびーがたじぎょうしょとぅでいきたみ,ＡＨＣグループ株式会社,4010001139584,東京都,世田谷区,東京都世田谷区喜多見９−３−１３,35.6375777,139.5873646,03-5761-9417,03-5761-9418,,就労継続支援Ｂ型,,,20,,,,,,,,,最新データに掲載あり,202111,202603,東京都,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,083462a9b32a1de6
1311200024,泉の家,いずみのいえ,社会福祉法人泉会,2010905000793,東京都,世田谷区,東京都世田谷区岡本二丁目３３番２３号,35.62363523,139.61691775,03-3417-3451,03-3417-3463,http://izumikai.jp/izumi/,就労継続支援Ｂ型,,,25,,,"その他サービス,封入・梱包",,,,,,最新データに掲載あり,202111,202603,東京都,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,0931451611c2f55f
1311201709,特定非営利活動法人Ｔ＆Ｅ企画,とくていひえいりかつどうほうじんてぃーあんどいーきかく,特定非営利活動法人Ｔ＆Ｅ企画,3010905001378,東京都,世田谷区,東京都世田谷区上用賀５−５−１０　万葉ビル４階,35.6280986,139.62652753,03-3709-0802,03-3709-0863,http://www.tande-kikaku.com/,,,,,,,,,,,,,最新データに掲載なし,202111,202203,東京都,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,d32e76dc594cd7e3
1311204349,特定非営利活動法人Ｔ＆Ｅ企画,とくていひえいりかつどうほうじんてぃーあんどいーきかく,特定非営利活動法人Ｔ＆Ｅ企画,3010905001378,東京都,世田谷区,東京都世田谷区上用賀５−５−１０万葉ビル４階,35.6280986,139.62652753,03-3709-0802,03-3709-0863,http://www.tande-kikaku.com/,,,,,,,,,,,,,最新データに掲載なし,202111,202203,東京都,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,092fc4d412aa8daf
1311201667,用賀福祉作業所,ようがふくしさぎょうしょ,社会福祉法人せたがや樫の木会,8010905001159,東京都,世田谷区,東京都世田谷区用賀４−７−１,35.6269136,139.6305446,03-3708-5061,03-3708-5062,https://kashinokikai.net/,就労継続支援Ｂ型,,,22,,,,,,,,,最新データに掲載あり,202111,202603,東京都,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,6404b0afd44a92d7
1311201766,白梅福祉作業所,しらうめふくしさぎょうしょ,特定非営利活動法人せたがや白梅,6010905001615,東京都,世田谷区,東京都世田谷区松原6丁目43番17号ソーワ福祉ビル,35.65619839,139.64931066,03-3325-5407,03-3325-6266,https://shiraume-setagaya.wixsite.com/mysite,就労継続支援Ｂ型,,,40,,,,,,,,,最新データに掲載あり,202111,202603,東京都,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,32e03176e29ffc9f
1311201386,社会就労センターパイ焼き窯,しゃかいしゅうろうせんたーぱいやきがま,社会福祉法人はる,2010905001115,東京都,世田谷区,東京都世田谷区等々力２−３６−１３,35.6056356,139.6470354,03-3702-0459,03-3702-0439,https://setagaya.paiyaki.net/,就労継続支援Ｂ型,,,40,,,,,,,,,最新データに掲載あり,202111,202603,東京都,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,b58659fb9c11d774
1311201386,社会就労センターパイ焼き窯（分室）,しゃかいしゅうろうせんたーぱいやきがまぶんしつ,社会福祉法人はる,2010905001115,東京都,世田谷区,東京都世田谷区等々力2-36-2エクセル等々力201,35.60542364,139.64712084,03-6411-6323,03-6411-6323,https://www.paiyaki.net/activity.html,,,,,,,,,,,,,最新データに掲載なし,202111,202509,東京都,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,b68f86df13975958
1311202194,風の谷プロジェクト,かぜのたにぷろじぇくと,虹,5010905001707,東京都,世田谷区,東京都世田谷区船橋２−２１−２８船橋２−２１−２８,35.65212024,139.61881608,03-3484-0395,03-3484-0395,https://kazepuro.wixsite.com/rainbow,就労継続支援Ｂ型,,,20,,,,,,,,,最新データに掲載あり,202111,202603,東京都,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,a3cad514602cec78
1311202202,Ｃｒａｚｙ　Ｃａｔｓ,くれいじーきゃっつ,特定非営利活動法人響心会,2010905001263,東京都,世田谷区,東京都世田谷区梅丘１−２１−９大津ビル２階,35.65561246,139.6539464,03-3420-1982,03-3420-1982,https://www.crazycats.org/,就労継続支援Ｂ型,,,20,,,,,,,,,最新データに掲載あり,202403,202603,東京都,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,4569f60eda213532
1311202525,Ｄｏ−ｗｉｌｌ,どぅうぃる,特定非営利活動法人ウィーキャン世田谷,6010905001549,東京都,世田谷区,東京都世田谷区用賀３−１１−１５Ｃ・Ｉビル２階,35.62871812,139.63640426,03-6432-7878,03-6432-7878,https://www.do-will.org/,就労移行支援,20,,,,,,,,,,,最新データに掲載あり,202111,202603,東京都,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,f18851dfb3e066b3
1311204497,Ｄｏ−ｗｉｌｌ,どぅーうぃる,特定非営利活動法人ウィーキャン世田谷,6010905001549,東京都,世田谷区,東京都世田谷区用賀３−１１−１５　Ｃ・Ｉビル２階,35.62870978,139.63630705,03-6432-7898,03-6432-7898,,就労定着支援,,,,,,,,,,,,最新データに掲載あり,202111,202603,東京都,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,848d9ee53cb5c7a4
1311201634,Ｆａｃｔｏｒｙ藍,ふぁくとりーあい,社会福祉法人藍,8010905001308,東京都,世田谷区,東京都世田谷区三軒茶屋１−３６−８　由上ビル２階,35.64259775,139.6711676,03-5430-3671,03-5430-3671,,就労継続支援Ｂ型,,,40,,,,,,,,,最新データに掲載あり,202111,202603,東京都,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,a1d9a6aff0415410
1311201824,Ｎａｖｉｏけやき,なびおけやき,社会福祉法人櫂,1010905001306,東京都,世田谷区,東京都世田谷区上馬３−７−８トーヨーＢＬＤＧ　6階,35.6465746,139.6532495,03-3421-8701,03-5779-7494,http://www.swc-kai.com/Navio/index.html,,,,,,,,,,,,,最新データに掲載なし,202111,202403,東京都,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,4100ff79987909e2
1311202525,Ｓｃｏｐｏ,すこーぽ,特定非営利活動法人ウィーキャン世田谷,6010905001549,東京都,世田谷区,東京都世田谷区上用賀３−１４−１７グラン・ペルフェクティオ１階,35.6339657,139.63186,03-6413-0098,03-6432-7878,http://www.scopo.or.jp/,,,,,,,,,,,,,最新データに掲載なし,202111,202309,東京都,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,cd84c6d81ef7b5ab
1311201782,ｎｉｃｏワークス,にこわーくす,医療法人社団風鳴会,5010905000700,東京都,世田谷区,東京都世田谷区砧8-11-9成城クリニックモール2F,35.64207672,139.60636471,03-6751-0405,03-6751-0405,https://www.nicore.info/,就労継続支援Ｂ型,,,10,,,,,,,,,最新データに掲載あり,202111,202603,東京都,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,fb648de40bfe0a73
1311201782,ｎｉｃｏＲｅ,にこり,医療法人社団風鳴会,5010905000700,東京都,世田谷区,東京都世田谷区祖師谷３−４−８　石田ビル１階,35.6429173,139.6063457,03-3482-8967,03-3482-8967,https://www.nicore.info/,就労継続支援Ｂ型,,,20,,,その他サービス,,,,,,最新データに掲載あり,202111,202603,東京都,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,ed061ee94d3fce33
1310200207,さわやかワーク中央,さわやかわーくちゅうおう,社会福祉法人中央区社会福祉協議会,4010005001039,東京都,中央区,東京都中央区東日本橋２−２７−１２,35.6954841,139.7857515,03-3865-3661,03-3865-3662,http://www.shakyo-chuo-city.jp/,就労継続支援Ｂ型,,,20,,,,,,,,,最新データに掲載あり,202111,202603,東京都,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,8eb23ce0d2320616
1310200686,アイビー,あいびー,一般社団法人アイビー,010005027880,東京都,中央区,東京都中央区新富１−１５−４　アルファ新富ビル３階,35.67271352,139.77540751,03-6262-8882,03-6262-8865,https://www.ivy-b.jp/,就労継続支援Ｂ型,,,20,,,"その他サービス,封入・梱包,情報処理・データ入力",,,,,,最新データに掲載あり,202111,202603,東京都,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,c3d94f53de35a0cf
1310200652,アリストランプ,ありすとらんぷ,株式会社Ｓｍｉｌｅ,3010901039447,東京都,中央区,東京都中央区築地３−7−4 　トーソービル6階,35.66781401,139.77371618,03-6264-1458,03-6264-1459,http://alicetrump.com/,,,,,,,,,,,,,最新データに掲載なし,202111,202509,東京都,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,63cb05f1efd57fdd
1310200579,エヌフィットキャリアカレッジ日本橋,えぬふぃっときゃりあかれっじにほんばし,特定非営利活動法人エヌフィット,2010005014190,東京都,中央区,東京都中央区日本橋人形町３−３−１０　日本橋ＴＥＣビル３階・４階・５階日本橋TECビル5階,35.68588451,139.78071292,03-6231-0776,03-6231-1138,https://www.n-fit-nihonbashi.org/,就労移行支援,10,,,,,,,,,,,最新データに掲載あり,202111,202603,東京都,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,1aede92d42654b58
1310200702,エヌフィットキャリアカレッジ日本橋,えぬふぃっときゃりあかれっじにほんばし,特定非営利活動法人エヌフィット,2010005014190,東京都,中央区,東京都中央区日本橋人形町３−３−１０　日本橋TECビル　３階・４階・５階,35.68588451,139.78071292,03-6231-0776,03-6231-1138,https://www.n-fit-nihonbashi.org/,就労定着支援,,,,,,,,,,,,最新データに掲載あり,202111,202603,東京都,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,a1a01c5400de20f3
1310500465,クローバーズ・ピア日本橋,くろーばーずぴあにほんばし,社会福祉法人信和会,6010005015318,東京都,中央区,東京都中央区日本橋浜町２−44−2第17村上ビル,35.68759015,139.78815775,03-6661-2835,03-6661-2535,https://www.net-pier.org/,就労継続支援Ｂ型,,,40,,,,,,,,,最新データに掲載あり,202503,202603,東京都,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,83f2abb7a7e23c00
